iteracion,max_depth,min_child_weight,subsample,colsample_bytree,eta,gamma,lambda,alpha,optntrees,minerror,sensibilidad,kappa
11720,7,5,1,0.6,0.001,10,100,0.01,1,0.6727854084968568,0.0,0.0
11721,7,5,1,0.6,0.001,10,100,0.1,1,0.6727854573726653,0.0,0.0
11722,7,5,1,0.6,0.001,10,100,1,1,0.672785379588604,0.0,0.0
11723,7,5,1,0.6,0.001,10,100,10,1,0.672785379588604,0.0,0.0
11724,7,5,1,0.6,0.001,10,100,100,1,0.672785379588604,0.0,0.0
11725,7,5,1,0.6,0.01,0.001,0.01,0,151,0.6274424747377634,0.8289473684210527,0.8362445414847162
11726,7,5,1,0.6,0.01,0.001,0.01,0.001,151,0.6274412285536528,0.8289473684210527,0.8362445414847162
11727,7,5,1,0.6,0.01,0.001,0.01,0.01,136,0.6285663583129644,0.8289473684210527,0.8362445414847162
11728,7,5,1,0.6,0.01,0.001,0.01,0.1,116,0.6269701353460551,0.8026315789473685,0.8134328358208955
11729,7,5,1,0.6,0.01,0.001,0.01,1,173,0.6252607537806034,0.8421052631578947,0.8475609756097561
11730,7,5,1,0.6,0.01,0.001,0.01,10,35,0.6694111371040344,0.0,0.0
11731,7,5,1,0.6,0.01,0.001,0.01,100,1,0.672785379588604,0.0,0.0
11732,7,5,1,0.6,0.01,0.001,0.1,0,156,0.6285444831103086,0.8289473684210527,0.8362445414847162
11733,7,5,1,0.6,0.01,0.001,0.1,0.001,143,0.6291536577045918,0.8289473684210527,0.8362445414847162
11734,7,5,1,0.6,0.01,0.001,0.1,0.01,131,0.6255867542326451,0.8157894736842105,0.8248686514886164
11735,7,5,1,0.6,0.01,0.001,0.1,0.1,147,0.6260860208421946,0.8289473684210527,0.8362445414847162
11736,7,5,1,0.6,0.01,0.001,0.1,1,143,0.6277240274846554,0.7894736842105263,0.8019366197183099
11737,7,5,1,0.6,0.01,0.001,0.1,10,35,0.6694270716607571,0.0,0.0
11738,7,5,1,0.6,0.01,0.001,0.1,100,1,0.672785379588604,0.0,0.0
11739,7,5,1,0.6,0.01,0.001,1,0,167,0.6270517683029174,0.8289473684210527,0.8257839721254355
11740,7,5,1,0.6,0.01,0.001,1,0.001,195,0.6257131995260716,0.8421052631578947,0.8475609756097561
11741,7,5,1,0.6,0.01,0.001,1,0.01,157,0.625958855971694,0.8026315789473685,0.8134328358208955
11742,7,5,1,0.6,0.01,0.001,1,0.1,175,0.6245065703988076,0.8289473684210527,0.8257839721254355
11743,7,5,1,0.6,0.01,0.001,1,1,167,0.6242613074928522,0.7763157894736842,0.7799295774647887
11744,7,5,1,0.6,0.01,0.001,1,10,83,0.668468598127365,0.2631578947368421,0.306930693069307
11745,7,5,1,0.6,0.01,0.001,1,100,1,0.672785379588604,0.0,0.0
11746,7,5,1,0.6,0.01,0.001,10,0,379,0.6288580695539713,0.8289473684210527,0.8153779322328409
11747,7,5,1,0.6,0.01,0.001,10,0.001,272,0.6336979049444198,0.7763157894736842,0.7591943957968477
11748,7,5,1,0.6,0.01,0.001,10,0.01,355,0.6301139100641013,0.8157894736842105,0.7936576889661164
11749,7,5,1,0.6,0.01,0.001,10,0.1,339,0.6298892398178577,0.8026315789473685,0.7925764192139738
11750,7,5,1,0.6,0.01,0.001,10,1,432,0.6294632326066494,0.8289473684210527,0.8153779322328409
11751,7,5,1,0.6,0.01,0.001,10,10,83,0.6697606092691422,0.0,0.0
11752,7,5,1,0.6,0.01,0.001,10,100,1,0.672785379588604,0.0,0.0
11753,7,5,1,0.6,0.01,0.001,100,0,279,0.6622355194389821,0.40789473684210525,0.4502868068833652
11754,7,5,1,0.6,0.01,0.001,100,0.001,279,0.6622363047301769,0.40789473684210525,0.4502868068833652
11755,7,5,1,0.6,0.01,0.001,100,0.01,280,0.6622617064416407,0.40789473684210525,0.4502868068833652
11756,7,5,1,0.6,0.01,0.001,100,0.1,279,0.6623486691713333,0.35526315789473684,0.3955512572533849
11757,7,5,1,0.6,0.01,0.001,100,1,280,0.6631119549274445,0.2894736842105263,0.3356299212598425
11758,7,5,1,0.6,0.01,0.001,100,10,72,0.6720966021716595,0.0,0.0
11759,7,5,1,0.6,0.01,0.001,100,100,1,0.672785379588604,0.0,0.0
11760,7,5,1,0.6,0.01,0.01,0.01,0,151,0.6274424747377634,0.8289473684210527,0.8362445414847162
11761,7,5,1,0.6,0.01,0.01,0.01,0.001,151,0.6274343621730805,0.8289473684210527,0.8362445414847162
11762,7,5,1,0.6,0.01,0.01,0.01,0.01,136,0.6285663583129644,0.8289473684210527,0.8362445414847162
11763,7,5,1,0.6,0.01,0.01,0.01,0.1,116,0.6269555473327637,0.8026315789473685,0.8134328358208955
11764,7,5,1,0.6,0.01,0.01,0.01,1,173,0.6261631112545729,0.8421052631578947,0.8475609756097561
11765,7,5,1,0.6,0.01,0.01,0.01,10,83,0.6686760254204273,0.2894736842105263,0.3356299212598425
11766,7,5,1,0.6,0.01,0.01,0.01,100,1,0.672785379588604,0.0,0.0
11767,7,5,1,0.6,0.01,0.01,0.1,0,156,0.6287421465665102,0.8289473684210527,0.8362445414847162
11768,7,5,1,0.6,0.01,0.01,0.1,0.001,143,0.6290913379937411,0.8289473684210527,0.8362445414847162
11769,7,5,1,0.6,0.01,0.01,0.1,0.01,131,0.6255867542326451,0.8157894736842105,0.8248686514886164
11770,7,5,1,0.6,0.01,0.01,0.1,0.1,147,0.6260860208421946,0.8289473684210527,0.8362445414847162
11771,7,5,1,0.6,0.01,0.01,0.1,1,146,0.6275324320048095,0.8026315789473685,0.8134328358208955
11772,7,5,1,0.6,0.01,0.01,0.1,10,67,0.6688597953319549,0.15789473684210525,0.18864097363083154
11773,7,5,1,0.6,0.01,0.01,0.1,100,1,0.672785379588604,0.0,0.0
11774,7,5,1,0.6,0.01,0.01,1,0,196,0.626363646350801,0.8421052631578947,0.8370981754995656
11775,7,5,1,0.6,0.01,0.01,1,0.001,195,0.6266129150986671,0.8421052631578947,0.8370981754995656
11776,7,5,1,0.6,0.01,0.01,1,0.01,142,0.6267132893204689,0.7894736842105263,0.8019366197183099
11777,7,5,1,0.6,0.01,0.01,1,0.1,153,0.626561286970973,0.7894736842105263,0.8019366197183099
11778,7,5,1,0.6,0.01,0.01,1,1,167,0.6242608223855496,0.7763157894736842,0.7799295774647887
11779,7,5,1,0.6,0.01,0.01,1,10,83,0.6688166707754135,0.2631578947368421,0.306930693069307
11780,7,5,1,0.6,0.01,0.01,1,100,1,0.672785379588604,0.0,0.0
11781,7,5,1,0.6,0.01,0.01,10,0,339,0.6300931085646153,0.8157894736842105,0.7936576889661164
11782,7,5,1,0.6,0.01,0.01,10,0.001,272,0.6337328321486712,0.7763157894736842,0.7799295774647887
11783,7,5,1,0.6,0.01,0.01,10,0.01,443,0.6272886919230223,0.8421052631578947,0.8266897746967071
11784,7,5,1,0.6,0.01,0.01,10,0.1,382,0.6280914391577244,0.8289473684210527,0.8153779322328409
11785,7,5,1,0.6,0.01,0.01,10,1,465,0.6291356511414051,0.8421052631578947,0.8266897746967071
11786,7,5,1,0.6,0.01,0.01,10,10,117,0.6695395646989345,0.17105263157894737,0.20374115267947424
11787,7,5,1,0.6,0.01,0.01,10,100,1,0.672785379588604,0.0,0.0
11788,7,5,1,0.6,0.01,0.01,100,0,262,0.6625388188660144,0.2894736842105263,0.3356299212598425
11789,7,5,1,0.6,0.01,0.01,100,0.001,262,0.6625148037075996,0.2894736842105263,0.3356299212598425
11790,7,5,1,0.6,0.01,0.01,100,0.01,280,0.6623605863749981,0.40789473684210525,0.4502868068833652
11791,7,5,1,0.6,0.01,0.01,100,0.1,280,0.6623890696465968,0.39473684210526316,0.4367209971236816
11792,7,5,1,0.6,0.01,0.01,100,1,280,0.6630810183286666,0.2894736842105263,0.3356299212598425
11793,7,5,1,0.6,0.01,0.01,100,10,10,0.6727645424008369,0.0,0.0
11794,7,5,1,0.6,0.01,0.01,100,100,1,0.672785379588604,0.0,0.0
11795,7,5,1,0.6,0.01,0.1,0.01,0,118,0.6298984598368407,0.8026315789473685,0.823943661971831
11796,7,5,1,0.6,0.01,0.1,0.01,0.001,118,0.630101692378521,0.8026315789473685,0.823943661971831
11797,7,5,1,0.6,0.01,0.1,0.01,0.01,139,0.628044562637806,0.8289473684210527,0.8362445414847162
11798,7,5,1,0.6,0.01,0.1,0.01,0.1,128,0.6269185788184405,0.8157894736842105,0.8248686514886164
11799,7,5,1,0.6,0.01,0.1,0.01,1,168,0.6262543542683124,0.8289473684210527,0.8362445414847162
11800,7,5,1,0.6,0.01,0.1,0.01,10,10,0.6725118300318718,0.0,0.0
11801,7,5,1,0.6,0.01,0.1,0.01,100,1,0.672785379588604,0.0,0.0
11802,7,5,1,0.6,0.01,0.1,0.1,0,134,0.6286344941705465,0.8289473684210527,0.8362445414847162
11803,7,5,1,0.6,0.01,0.1,0.1,0.001,135,0.6285638932883739,0.8289473684210527,0.8362445414847162
11804,7,5,1,0.6,0.01,0.1,0.1,0.01,131,0.6252608494460582,0.8157894736842105,0.8248686514886164
11805,7,5,1,0.6,0.01,0.1,0.1,0.1,147,0.6258658603578806,0.8157894736842105,0.8248686514886164
11806,7,5,1,0.6,0.01,0.1,0.1,1,179,0.6263081987202168,0.8421052631578947,0.8370981754995656
11807,7,5,1,0.6,0.01,0.1,0.1,10,10,0.6725022426247597,0.0,0.0
11808,7,5,1,0.6,0.01,0.1,0.1,100,1,0.672785379588604,0.0,0.0
11809,7,5,1,0.6,0.01,0.1,1,0,143,0.6276501112431287,0.7894736842105263,0.8019366197183099
11810,7,5,1,0.6,0.01,0.1,1,0.001,143,0.6276501189917326,0.7894736842105263,0.8019366197183099
11811,7,5,1,0.6,0.01,0.1,1,0.01,143,0.6277580024302006,0.7894736842105263,0.7914837576821774
11812,7,5,1,0.6,0.01,0.1,1,0.1,173,0.625216797068715,0.8289473684210527,0.8362445414847162
11813,7,5,1,0.6,0.01,0.1,1,1,171,0.6256676868349313,0.7763157894736842,0.7799295774647887
11814,7,5,1,0.6,0.01,0.1,1,10,10,0.6727150298655034,0.0,0.0
11815,7,5,1,0.6,0.01,0.1,1,100,1,0.672785379588604,0.0,0.0
11816,7,5,1,0.6,0.01,0.1,10,0,272,0.6340227431058884,0.7763157894736842,0.7799295774647887
11817,7,5,1,0.6,0.01,0.1,10,0.001,272,0.6333384464681149,0.7763157894736842,0.7799295774647887
11818,7,5,1,0.6,0.01,0.1,10,0.01,268,0.6348010943084955,0.7763157894736842,0.7799295774647887
11819,7,5,1,0.6,0.01,0.1,10,0.1,511,0.6264942428469659,0.8421052631578947,0.8370981754995656
11820,7,5,1,0.6,0.01,0.1,10,1,433,0.6327369990199804,0.8421052631578947,0.8266897746967071
11821,7,5,1,0.6,0.01,0.1,10,10,10,0.6726381915807724,0.0,0.0
11822,7,5,1,0.6,0.01,0.1,10,100,1,0.672785379588604,0.0,0.0
11823,7,5,1,0.6,0.01,0.1,100,0,262,0.6625758610665797,0.2894736842105263,0.3356299212598425
11824,7,5,1,0.6,0.01,0.1,100,0.001,262,0.6625766222178935,0.2894736842105263,0.3356299212598425
11825,7,5,1,0.6,0.01,0.1,100,0.01,262,0.6626326073706149,0.2894736842105263,0.3356299212598425
11826,7,5,1,0.6,0.01,0.1,100,0.1,262,0.6626821553707123,0.2894736842105263,0.3356299212598425
11827,7,5,1,0.6,0.01,0.1,100,1,261,0.6633094619214535,0.2894736842105263,0.3356299212598425
11828,7,5,1,0.6,0.01,0.1,100,10,1,0.672785379588604,0.0,0.0
11829,7,5,1,0.6,0.01,0.1,100,100,1,0.672785379588604,0.0,0.0
11830,7,5,1,0.6,0.01,5,0.01,0,122,0.6337925895303488,0.8026315789473685,0.8029772329246936
11831,7,5,1,0.6,0.01,5,0.01,0.001,122,0.6341674230992794,0.7763157894736842,0.7799295774647887
11832,7,5,1,0.6,0.01,5,0.01,0.01,136,0.6336464093625546,0.8026315789473685,0.8029772329246936
11833,7,5,1,0.6,0.01,5,0.01,0.1,136,0.6326621656119823,0.8026315789473685,0.8029772329246936
11834,7,5,1,0.6,0.01,5,0.01,1,105,0.6470116879791021,0.6973684210526315,0.7093023255813953
11835,7,5,1,0.6,0.01,5,0.01,10,1,0.672785379588604,0.0,0.0
11836,7,5,1,0.6,0.01,5,0.01,100,1,0.672785379588604,0.0,0.0
11837,7,5,1,0.6,0.01,5,0.1,0,139,0.635545755699277,0.8157894736842105,0.8144104803493449
11838,7,5,1,0.6,0.01,5,0.1,0.001,139,0.6355462639778853,0.8157894736842105,0.8144104803493449
11839,7,5,1,0.6,0.01,5,0.1,0.01,139,0.6352065647393464,0.7894736842105263,0.7914837576821774
11840,7,5,1,0.6,0.01,5,0.1,0.1,136,0.6342300517112016,0.7763157894736842,0.7799295774647887
11841,7,5,1,0.6,0.01,5,0.1,1,920,0.6467063542455435,0.7105263157894737,0.7108540925266904
11842,7,5,1,0.6,0.01,5,0.1,10,1,0.672785379588604,0.0,0.0
11843,7,5,1,0.6,0.01,5,0.1,100,1,0.672785379588604,0.0,0.0
11844,7,5,1,0.6,0.01,5,1,0,156,0.6384482214599847,0.7631578947368421,0.7579225352112676
11845,7,5,1,0.6,0.01,5,1,0.001,313,0.6379522217810154,0.7631578947368421,0.7579225352112676
11846,7,5,1,0.6,0.01,5,1,0.01,221,0.6388061179220677,0.7631578947368421,0.7579225352112676
11847,7,5,1,0.6,0.01,5,1,0.1,130,0.6399569137394427,0.7368421052631579,0.7345132743362832
11848,7,5,1,0.6,0.01,5,1,1,1000,0.6506781896948814,0.6447368421052632,0.6505861136158702
11849,7,5,1,0.6,0.01,5,1,10,1,0.672785379588604,0.0,0.0
11850,7,5,1,0.6,0.01,5,1,100,1,0.672785379588604,0.0,0.0
11851,7,5,1,0.6,0.01,5,10,0,48,0.6636935506761074,0.0,0.0
11852,7,5,1,0.6,0.01,5,10,0.001,48,0.6636943210661411,0.0,0.0
11853,7,5,1,0.6,0.01,5,10,0.01,48,0.66363315269351,0.0,0.0
11854,7,5,1,0.6,0.01,5,10,0.1,48,0.6639227864146233,0.0,0.0
11855,7,5,1,0.6,0.01,5,10,1,35,0.6667579501867295,0.0,0.0
11856,7,5,1,0.6,0.01,5,10,10,1,0.672785379588604,0.0,0.0
11857,7,5,1,0.6,0.01,5,10,100,1,0.672785379588604,0.0,0.0
11858,7,5,1,0.6,0.01,5,100,0,1,0.6727859398722649,0.0,0.0
11859,7,5,1,0.6,0.01,5,100,0.001,1,0.6727859494090082,0.0,0.0
11860,7,5,1,0.6,0.01,5,100,0.01,1,0.6727859261631967,0.0,0.0
11861,7,5,1,0.6,0.01,5,100,0.1,1,0.6727860754728316,0.0,0.0
11862,7,5,1,0.6,0.01,5,100,1,1,0.672785379588604,0.0,0.0
11863,7,5,1,0.6,0.01,5,100,10,1,0.672785379588604,0.0,0.0
11864,7,5,1,0.6,0.01,5,100,100,1,0.672785379588604,0.0,0.0
11865,7,5,1,0.6,0.01,10,0.01,0,58,0.6579741370677947,0.2236842105263158,0.26323676323676337
11866,7,5,1,0.6,0.01,10,0.01,0.001,58,0.657975052446127,0.2236842105263158,0.26323676323676337
11867,7,5,1,0.6,0.01,10,0.01,0.01,58,0.658060564249754,0.2236842105263158,0.26323676323676337
11868,7,5,1,0.6,0.01,10,0.01,0.1,55,0.6586821046471596,0.15789473684210525,0.18864097363083154
11869,7,5,1,0.6,0.01,10,0.01,1,44,0.6657754568755626,0.0,0.0
11870,7,5,1,0.6,0.01,10,0.01,10,1,0.672785379588604,0.0,0.0
11871,7,5,1,0.6,0.01,10,0.01,100,1,0.672785379588604,0.0,0.0
11872,7,5,1,0.6,0.01,10,0.1,0,57,0.6583193597197533,0.19736842105263158,0.23366834170854267
11873,7,5,1,0.6,0.01,10,0.1,0.001,57,0.6583202235400677,0.2236842105263158,0.26323676323676337
11874,7,5,1,0.6,0.01,10,0.1,0.01,57,0.6583273088932037,0.2236842105263158,0.26323676323676337
11875,7,5,1,0.6,0.01,10,0.1,0.1,55,0.6585047115385532,0.15789473684210525,0.18864097363083154
11876,7,5,1,0.6,0.01,10,0.1,1,25,0.6661581717431545,0.0,0.0
11877,7,5,1,0.6,0.01,10,0.1,10,1,0.672785379588604,0.0,0.0
11878,7,5,1,0.6,0.01,10,0.1,100,1,0.672785379588604,0.0,0.0
11879,7,5,1,0.6,0.01,10,1,0,826,0.6620512995123863,0.14473684210526316,0.17344862665310257
11880,7,5,1,0.6,0.01,10,1,0.001,49,0.6624059182405472,0.14473684210526316,0.17344862665310257
11881,7,5,1,0.6,0.01,10,1,0.01,872,0.661874429434538,0.14473684210526316,0.17344862665310257
11882,7,5,1,0.6,0.01,10,1,0.1,740,0.6630178219079971,0.14473684210526316,0.17344862665310257
11883,7,5,1,0.6,0.01,10,1,1,17,0.6689853850007057,0.0,0.0
11884,7,5,1,0.6,0.01,10,1,10,1,0.672785379588604,0.0,0.0
11885,7,5,1,0.6,0.01,10,1,100,1,0.672785379588604,0.0,0.0
11886,7,5,1,0.6,0.01,10,10,0,8,0.6725528728961946,0.0,0.0
11887,7,5,1,0.6,0.01,10,10,0.001,8,0.672552956789732,0.0,0.0
11888,7,5,1,0.6,0.01,10,10,0.01,8,0.6725536352396011,0.0,0.0
11889,7,5,1,0.6,0.01,10,10,0.1,7,0.6725065012276172,0.0,0.0
11890,7,5,1,0.6,0.01,10,10,1,1,0.672785379588604,0.0,0.0
11891,7,5,1,0.6,0.01,10,10,10,1,0.672785379588604,0.0,0.0
11892,7,5,1,0.6,0.01,10,10,100,1,0.672785379588604,0.0,0.0
11893,7,5,1,0.6,0.01,10,100,0,1,0.6727859398722649,0.0,0.0
11894,7,5,1,0.6,0.01,10,100,0.001,1,0.6727859494090082,0.0,0.0
11895,7,5,1,0.6,0.01,10,100,0.01,1,0.6727859261631967,0.0,0.0
11896,7,5,1,0.6,0.01,10,100,0.1,1,0.6727860754728316,0.0,0.0
11897,7,5,1,0.6,0.01,10,100,1,1,0.672785379588604,0.0,0.0
11898,7,5,1,0.6,0.01,10,100,10,1,0.672785379588604,0.0,0.0
11899,7,5,1,0.6,0.01,10,100,100,1,0.672785379588604,0.0,0.0
11900,7,5,1,0.6,0.1,0.001,0.01,0,23,0.6360223855078221,0.8552631578947368,0.8588184187662902
11901,7,5,1,0.6,0.1,0.001,0.01,0.001,12,0.6369193399697541,0.8157894736842105,0.8144104803493449
11902,7,5,1,0.6,0.1,0.001,0.01,0.01,12,0.6369203472137451,0.8157894736842105,0.8144104803493449
11903,7,5,1,0.6,0.1,0.001,0.01,0.1,12,0.6373651448637248,0.8157894736842105,0.8353819139596137
11904,7,5,1,0.6,0.1,0.001,0.01,1,13,0.6316733080148698,0.7894736842105263,0.8019366197183099
11905,7,5,1,0.6,0.1,0.001,0.01,10,15,0.666334774196148,0.4473684210526316,0.4801512287334594
11906,7,5,1,0.6,0.1,0.001,0.01,100,1,0.672785379588604,0.0,0.0
11907,7,5,1,0.6,0.1,0.001,0.1,0,12,0.6388611109554768,0.8157894736842105,0.8353819139596137
11908,7,5,1,0.6,0.1,0.001,0.1,0.001,12,0.6388611212372779,0.8157894736842105,0.8353819139596137
11909,7,5,1,0.6,0.1,0.001,0.1,0.01,12,0.6388613194972276,0.8157894736842105,0.8353819139596137
11910,7,5,1,0.6,0.1,0.001,0.1,0.1,12,0.6377912487834693,0.8026315789473685,0.823943661971831
11911,7,5,1,0.6,0.1,0.001,0.1,1,19,0.6312455949187279,0.8289473684210527,0.8050259965337955
11912,7,5,1,0.6,0.1,0.001,0.1,10,15,0.6663522154092789,0.4473684210526316,0.4801512287334594
11913,7,5,1,0.6,0.1,0.001,0.1,100,1,0.672785379588604,0.0,0.0
11914,7,5,1,0.6,0.1,0.001,1,0,25,0.6333197816833854,0.881578947368421,0.8602751504729149
11915,7,5,1,0.6,0.1,0.001,1,0.001,25,0.6333143421635031,0.881578947368421,0.8602751504729149
11916,7,5,1,0.6,0.1,0.001,1,0.01,25,0.6332826849073172,0.881578947368421,0.8602751504729149
11917,7,5,1,0.6,0.1,0.001,1,0.1,14,0.6339667612314225,0.75,0.7670807453416149
11918,7,5,1,0.6,0.1,0.001,1,1,24,0.6339695566892625,0.8421052631578947,0.8370981754995656
11919,7,5,1,0.6,0.1,0.001,1,10,14,0.6682852184772492,0.4868421052631579,0.5196813495782568
11920,7,5,1,0.6,0.1,0.001,1,100,1,0.672785379588604,0.0,0.0
11921,7,5,1,0.6,0.1,0.001,10,0,48,0.6300488591566682,0.8421052631578947,0.8266897746967071
11922,7,5,1,0.6,0.1,0.001,10,0.001,48,0.6300454007461667,0.8421052631578947,0.8266897746967071
11923,7,5,1,0.6,0.1,0.001,10,0.01,48,0.6301606216281652,0.8552631578947368,0.8483535528596187
11924,7,5,1,0.6,0.1,0.001,10,0.1,32,0.6370751094073057,0.7763157894736842,0.7489082969432315
11925,7,5,1,0.6,0.1,0.001,10,1,62,0.6314027525484562,0.8421052631578947,0.8266897746967071
11926,7,5,1,0.6,0.1,0.001,10,10,35,0.666671607941389,0.4868421052631579,0.5093457943925233
11927,7,5,1,0.6,0.1,0.001,10,100,1,0.672785379588604,0.0,0.0
11928,7,5,1,0.6,0.1,0.001,100,0,170,0.641874551102519,0.7894736842105263,0.7707423580786026
11929,7,5,1,0.6,0.1,0.001,100,0.001,170,0.6418741729110479,0.7894736842105263,0.7707423580786026
11930,7,5,1,0.6,0.1,0.001,100,0.01,264,0.6335705856233835,0.8552631578947368,0.8379429559204841
11931,7,5,1,0.6,0.1,0.001,100,0.1,199,0.6416316848993301,0.7894736842105263,0.7707423580786026
11932,7,5,1,0.6,0.1,0.001,100,1,301,0.6364534266293049,0.868421052631579,0.8387790197764402
11933,7,5,1,0.6,0.1,0.001,100,10,35,0.6701783362030984,0.0,0.0
11934,7,5,1,0.6,0.1,0.001,100,100,1,0.672785379588604,0.0,0.0
11935,7,5,1,0.6,0.1,0.01,0.01,0,23,0.6360223855078221,0.8552631578947368,0.8588184187662902
11936,7,5,1,0.6,0.1,0.01,0.01,0.001,12,0.6369193399697541,0.8157894736842105,0.8144104803493449
11937,7,5,1,0.6,0.1,0.01,0.01,0.01,12,0.6369203472137451,0.8157894736842105,0.8144104803493449
11938,7,5,1,0.6,0.1,0.01,0.01,0.1,12,0.6373651448637248,0.8157894736842105,0.8353819139596137
11939,7,5,1,0.6,0.1,0.01,0.01,1,13,0.6316733080148698,0.7894736842105263,0.8019366197183099
11940,7,5,1,0.6,0.1,0.01,0.01,10,14,0.668325408399105,0.40789473684210525,0.4502868068833652
11941,7,5,1,0.6,0.1,0.01,0.01,100,1,0.672785379588604,0.0,0.0
11942,7,5,1,0.6,0.1,0.01,0.1,0,12,0.6388611109554768,0.8157894736842105,0.8353819139596137
11943,7,5,1,0.6,0.1,0.01,0.1,0.001,12,0.6388611212372779,0.8157894736842105,0.8353819139596137
11944,7,5,1,0.6,0.1,0.01,0.1,0.01,12,0.6388613194972276,0.8157894736842105,0.8353819139596137
11945,7,5,1,0.6,0.1,0.01,0.1,0.1,12,0.6377912487834693,0.8026315789473685,0.823943661971831
11946,7,5,1,0.6,0.1,0.01,0.1,1,19,0.6312455949187279,0.8289473684210527,0.8050259965337955
11947,7,5,1,0.6,0.1,0.01,0.1,10,14,0.6681789445877075,0.40789473684210525,0.4502868068833652
11948,7,5,1,0.6,0.1,0.01,0.1,100,1,0.672785379588604,0.0,0.0
11949,7,5,1,0.6,0.1,0.01,1,0,25,0.6333197816833854,0.881578947368421,0.8602751504729149
11950,7,5,1,0.6,0.1,0.01,1,0.001,25,0.6333143421635031,0.881578947368421,0.8602751504729149
11951,7,5,1,0.6,0.1,0.01,1,0.01,25,0.6332826849073172,0.881578947368421,0.8602751504729149
11952,7,5,1,0.6,0.1,0.01,1,0.1,14,0.6339667612314225,0.75,0.7670807453416149
11953,7,5,1,0.6,0.1,0.01,1,1,24,0.6339695566892625,0.8421052631578947,0.8370981754995656
11954,7,5,1,0.6,0.1,0.01,1,10,14,0.6689629226922988,0.42105263157894735,0.4534220532319392
11955,7,5,1,0.6,0.1,0.01,1,100,1,0.672785379588604,0.0,0.0
11956,7,5,1,0.6,0.1,0.01,10,0,48,0.6300488591566682,0.8552631578947368,0.8483535528596187
11957,7,5,1,0.6,0.1,0.01,10,0.001,48,0.6300454007461667,0.8552631578947368,0.8483535528596187
11958,7,5,1,0.6,0.1,0.01,10,0.01,48,0.6301606216281652,0.8552631578947368,0.8483535528596187
11959,7,5,1,0.6,0.1,0.01,10,0.1,32,0.6370751094073057,0.7894736842105263,0.7604529616724739
11960,7,5,1,0.6,0.1,0.01,10,1,59,0.6331006633862853,0.8421052631578947,0.8266897746967071
11961,7,5,1,0.6,0.1,0.01,10,10,14,0.6684618201851846,0.32894736842105265,0.36770428015564205
11962,7,5,1,0.6,0.1,0.01,10,100,1,0.672785379588604,0.0,0.0
11963,7,5,1,0.6,0.1,0.01,100,0,254,0.6338292394578456,0.8421052631578947,0.8163353500432152
11964,7,5,1,0.6,0.1,0.01,100,0.001,238,0.6357110480964184,0.8026315789473685,0.7822299651567944
11965,7,5,1,0.6,0.1,0.01,100,0.01,285,0.6323982611671091,0.868421052631579,0.8491379310344828
11966,7,5,1,0.6,0.1,0.01,100,0.1,49,0.6617947189509868,0.5263157894736842,0.5481927710843373
11967,7,5,1,0.6,0.1,0.01,100,1,48,0.6626341991126538,0.4868421052631579,0.5196813495782568
11968,7,5,1,0.6,0.1,0.01,100,10,3,0.6727126859128475,0.0,0.0
11969,7,5,1,0.6,0.1,0.01,100,100,1,0.672785379588604,0.0,0.0
11970,7,5,1,0.6,0.1,0.1,0.01,0,23,0.6378657431155443,0.8552631578947368,0.8588184187662902
11971,7,5,1,0.6,0.1,0.1,0.01,0.001,12,0.6369193399697541,0.8157894736842105,0.8144104803493449
11972,7,5,1,0.6,0.1,0.1,0.01,0.01,12,0.6369203472137451,0.8157894736842105,0.8144104803493449
11973,7,5,1,0.6,0.1,0.1,0.01,0.1,12,0.6373064851015806,0.8026315789473685,0.823943661971831
11974,7,5,1,0.6,0.1,0.1,0.01,1,14,0.6325934628397226,0.7763157894736842,0.7695346795434592
11975,7,5,1,0.6,0.1,0.1,0.01,10,6,0.6720886534452438,0.2631578947368421,0.2966436327739387
11976,7,5,1,0.6,0.1,0.1,0.01,100,1,0.672785379588604,0.0,0.0
11977,7,5,1,0.6,0.1,0.1,0.1,0,12,0.6388611109554768,0.8157894736842105,0.8353819139596137
11978,7,5,1,0.6,0.1,0.1,0.1,0.001,12,0.6388611212372779,0.8157894736842105,0.8353819139596137
11979,7,5,1,0.6,0.1,0.1,0.1,0.01,12,0.6388613194972276,0.8157894736842105,0.8353819139596137
11980,7,5,1,0.6,0.1,0.1,0.1,0.1,12,0.6374681834876538,0.8026315789473685,0.823943661971831
11981,7,5,1,0.6,0.1,0.1,0.1,1,24,0.634076766371727,0.868421052631579,0.8387790197764402
11982,7,5,1,0.6,0.1,0.1,0.1,10,6,0.6720883578062058,0.2631578947368421,0.2966436327739387
11983,7,5,1,0.6,0.1,0.1,0.1,100,1,0.672785379588604,0.0,0.0
11984,7,5,1,0.6,0.1,0.1,1,0,23,0.6290553884580732,0.8552631578947368,0.8275862068965517
11985,7,5,1,0.6,0.1,0.1,1,0.001,23,0.6290518345683813,0.8552631578947368,0.8275862068965517
11986,7,5,1,0.6,0.1,0.1,1,0.01,24,0.6295546239241958,0.8552631578947368,0.8275862068965517
11987,7,5,1,0.6,0.1,0.1,1,0.1,24,0.6311460976302623,0.8421052631578947,0.8370981754995656
11988,7,5,1,0.6,0.1,0.1,1,1,25,0.6297421657294034,0.868421052631579,0.8595505617977528
11989,7,5,1,0.6,0.1,0.1,1,10,6,0.6720882140100002,0.15789473684210525,0.18864097363083154
