iteracion,max_depth,min_child_weight,subsample,colsample_bytree,eta,gamma,lambda,alpha,optntrees,minerror,sensibilidad,kappa
2534,2,5,0.7,0.6,0.1,0.1,1,0,33,0.6350226267427207,0.7894736842105263,0.7914837576821774
2535,2,5,0.7,0.6,0.1,0.1,1,0.001,33,0.6350211714953184,0.7894736842105263,0.7914837576821774
2536,2,5,0.7,0.6,0.1,0.1,1,0.01,33,0.63500811021775,0.7894736842105263,0.7914837576821774
2537,2,5,0.7,0.6,0.1,0.1,1,0.1,26,0.6362392772734164,0.631578947368421,0.6486854034451496
2538,2,5,0.7,0.6,0.1,0.1,1,1,35,0.6398054440692068,0.75,0.7154115586690017
2539,2,5,0.7,0.6,0.1,0.1,1,10,10,0.6721319752931596,0.0,0.0
2540,2,5,0.7,0.6,0.1,0.1,1,100,1,0.672785379588604,0.0,0.0
2541,2,5,0.7,0.6,0.1,0.1,10,0,31,0.6445186981558799,0.5789473684210527,0.5886654478976234
2542,2,5,0.7,0.6,0.1,0.1,10,0.001,31,0.6445198509097099,0.5789473684210527,0.5886654478976234
2543,2,5,0.7,0.6,0.1,0.1,10,0.01,31,0.6445302404463291,0.5789473684210527,0.5886654478976234
2544,2,5,0.7,0.6,0.1,0.1,10,0.1,31,0.644654628187418,0.6052631578947368,0.6136363636363636
2545,2,5,0.7,0.6,0.1,0.1,10,1,35,0.6462764949351549,0.6842105263157895,0.6460176991150443
2546,2,5,0.7,0.6,0.1,0.1,10,10,1,0.672785379588604,0.0,0.0
2547,2,5,0.7,0.6,0.1,0.1,10,100,1,0.672785379588604,0.0,0.0
2548,2,5,0.7,0.6,0.1,0.1,100,0,25,0.664301797747612,0.0,0.0
2549,2,5,0.7,0.6,0.1,0.1,100,0.001,25,0.6643027442693711,0.0,0.0
2550,2,5,0.7,0.6,0.1,0.1,100,0.01,25,0.6643112897872925,0.0,0.0
2551,2,5,0.7,0.6,0.1,0.1,100,0.1,25,0.6643968059122562,0.0,0.0
2552,2,5,0.7,0.6,0.1,0.1,100,1,25,0.6654164518415928,0.0,0.0
2553,2,5,0.7,0.6,0.1,0.1,100,10,1,0.672785379588604,0.0,0.0
2554,2,5,0.7,0.6,0.1,0.1,100,100,1,0.672785379588604,0.0,0.0
2555,2,5,0.7,0.6,0.1,5,0.01,0,45,0.6324232541024685,0.75,0.7359154929577465
2556,2,5,0.7,0.6,0.1,5,0.01,0.001,45,0.6324234052747488,0.75,0.7359154929577465
2557,2,5,0.7,0.6,0.1,5,0.01,0.01,26,0.6382723746448755,0.6578947368421053,0.6731289449954914
2558,2,5,0.7,0.6,0.1,5,0.01,0.1,44,0.6382265370339155,0.7368421052631579,0.7139084507042253
2559,2,5,0.7,0.6,0.1,5,0.01,1,32,0.6505387260764837,0.631578947368421,0.628043282236249
2560,2,5,0.7,0.6,0.1,5,0.01,10,1,0.672785379588604,0.0,0.0
2561,2,5,0.7,0.6,0.1,5,0.01,100,1,0.672785379588604,0.0,0.0
2562,2,5,0.7,0.6,0.1,5,0.1,0,49,0.6342835665121674,0.7631578947368421,0.7270742358078602
2563,2,5,0.7,0.6,0.1,5,0.1,0.001,49,0.6342831130325794,0.7631578947368421,0.7270742358078602
2564,2,5,0.7,0.6,0.1,5,0.1,0.01,49,0.6349187522754073,0.7631578947368421,0.7270742358078602
2565,2,5,0.7,0.6,0.1,5,0.1,0.1,25,0.6430837398022413,0.6447368421052632,0.6505861136158702
2566,2,5,0.7,0.6,0.1,5,0.1,1,25,0.6513226022571326,0.5921052631578947,0.6219065077910174
2567,2,5,0.7,0.6,0.1,5,0.1,10,1,0.672785379588604,0.0,0.0
2568,2,5,0.7,0.6,0.1,5,0.1,100,1,0.672785379588604,0.0,0.0
2569,2,5,0.7,0.6,0.1,5,1,0,45,0.6435799377411604,0.7105263157894737,0.7005323868677906
2570,2,5,0.7,0.6,0.1,5,1,0.001,35,0.6443051943182946,0.7236842105263158,0.7123893805309734
2571,2,5,0.7,0.6,0.1,5,1,0.01,26,0.6480958443135024,0.5921052631578947,0.6115173674588665
2572,2,5,0.7,0.6,0.1,5,1,0.1,45,0.646163173392415,0.7105263157894737,0.7005323868677906
2573,2,5,0.7,0.6,0.1,5,1,1,16,0.6589002024382352,0.40789473684210525,0.4399428026692088
2574,2,5,0.7,0.6,0.1,5,1,10,1,0.672785379588604,0.0,0.0
2575,2,5,0.7,0.6,0.1,5,1,100,1,0.672785379588604,0.0,0.0
2576,2,5,0.7,0.6,0.1,5,10,0,25,0.6589579062163831,0.2236842105263158,0.26323676323676337
2577,2,5,0.7,0.6,0.1,5,10,0.001,25,0.6589592307806015,0.2236842105263158,0.26323676323676337
2578,2,5,0.7,0.6,0.1,5,10,0.01,25,0.6589711074531078,0.2236842105263158,0.26323676323676337
2579,2,5,0.7,0.6,0.1,5,10,0.1,25,0.6594148807227611,0.2236842105263158,0.26323676323676337
2580,2,5,0.7,0.6,0.1,5,10,1,29,0.6672224514186382,0.09210526315789473,0.11174047373841411
2581,2,5,0.7,0.6,0.1,5,10,10,1,0.672785379588604,0.0,0.0
2582,2,5,0.7,0.6,0.1,5,10,100,1,0.672785379588604,0.0,0.0
2583,2,5,0.7,0.6,0.1,5,100,0,1,0.6727611109614372,0.0,0.0
2584,2,5,0.7,0.6,0.1,5,100,0.001,1,0.6727611568570138,0.0,0.0
2585,2,5,0.7,0.6,0.1,5,100,0.01,1,0.672761416733265,0.0,0.0
2586,2,5,0.7,0.6,0.1,5,100,0.1,1,0.6727640792727471,0.0,0.0
2587,2,5,0.7,0.6,0.1,5,100,1,1,0.6727822500467301,0.0,0.0
2588,2,5,0.7,0.6,0.1,5,100,10,1,0.672785379588604,0.0,0.0
2589,2,5,0.7,0.6,0.1,5,100,100,1,0.672785379588604,0.0,0.0
2590,2,5,0.7,0.6,0.1,10,0.01,0,2,0.6685290479660034,0.0,0.0
2591,2,5,0.7,0.6,0.1,10,0.01,0.001,2,0.6685297292470931,0.0,0.0
2592,2,5,0.7,0.6,0.1,10,0.01,0.01,2,0.6685358664393425,0.0,0.0
2593,2,5,0.7,0.6,0.1,10,0.01,0.1,2,0.6685973925888538,0.0,0.0
2594,2,5,0.7,0.6,0.1,10,0.01,1,30,0.6664900049567224,0.2631578947368421,0.2864173228346457
2595,2,5,0.7,0.6,0.1,10,0.01,10,1,0.672785379588604,0.0,0.0
2596,2,5,0.7,0.6,0.1,10,0.01,100,1,0.672785379588604,0.0,0.0
2597,2,5,0.7,0.6,0.1,10,0.1,0,2,0.6685766249895095,0.0,0.0
2598,2,5,0.7,0.6,0.1,10,0.1,0.001,2,0.668577286452055,0.0,0.0
2599,2,5,0.7,0.6,0.1,10,0.1,0.01,2,0.6685833640396595,0.0,0.0
2600,2,5,0.7,0.6,0.1,10,0.1,0.1,2,0.6678424558043481,0.0,0.0
2601,2,5,0.7,0.6,0.1,10,0.1,1,30,0.6649008075147866,0.2894736842105263,0.30487804878048785
2602,2,5,0.7,0.6,0.1,10,0.1,10,1,0.672785379588604,0.0,0.0
2603,2,5,0.7,0.6,0.1,10,0.1,100,1,0.672785379588604,0.0,0.0
2604,2,5,0.7,0.6,0.1,10,1,0,24,0.6660866729915143,0.3157894736842105,0.3639921722113503
2605,2,5,0.7,0.6,0.1,10,1,0.001,24,0.6660866604745388,0.3157894736842105,0.3639921722113503
2606,2,5,0.7,0.6,0.1,10,1,0.01,24,0.6660865907371044,0.3157894736842105,0.3639921722113503
2607,2,5,0.7,0.6,0.1,10,1,0.1,8,0.671742792725563,0.13157894736842105,0.14801627670396733
2608,2,5,0.7,0.6,0.1,10,1,1,2,0.6727022270858288,0.0,0.0
2609,2,5,0.7,0.6,0.1,10,1,10,1,0.672785379588604,0.0,0.0
2610,2,5,0.7,0.6,0.1,10,1,100,1,0.672785379588604,0.0,0.0
2611,2,5,0.7,0.6,0.1,10,10,0,1,0.6727023699879646,0.0,0.0
2612,2,5,0.7,0.6,0.1,10,10,0.001,1,0.6727024587988853,0.0,0.0
2613,2,5,0.7,0.6,0.1,10,10,0.01,1,0.6727033591270446,0.0,0.0
2614,2,5,0.7,0.6,0.1,10,10,0.1,1,0.672712368965149,0.0,0.0
2615,2,5,0.7,0.6,0.1,10,10,1,1,0.6727747502923012,0.0,0.0
2616,2,5,0.7,0.6,0.1,10,10,10,1,0.672785379588604,0.0,0.0
2617,2,5,0.7,0.6,0.1,10,10,100,1,0.672785379588604,0.0,0.0
2618,2,5,0.7,0.6,0.1,10,100,0,1,0.6727611109614372,0.0,0.0
2619,2,5,0.7,0.6,0.1,10,100,0.001,1,0.6727611568570138,0.0,0.0
2620,2,5,0.7,0.6,0.1,10,100,0.01,1,0.672761416733265,0.0,0.0
2621,2,5,0.7,0.6,0.1,10,100,0.1,1,0.6727640792727471,0.0,0.0
2622,2,5,0.7,0.6,0.1,10,100,1,1,0.6727822500467301,0.0,0.0
2623,2,5,0.7,0.6,0.1,10,100,10,1,0.672785379588604,0.0,0.0
2624,2,5,0.7,0.6,0.1,10,100,100,1,0.672785379588604,0.0,0.0
2625,2,5,0.7,0.9,0.001,0.001,0.01,0,466,0.6579790478944778,0.039473684210526314,0.04848800834202294
2626,2,5,0.7,0.9,0.001,0.001,0.01,0.001,466,0.6579803276062013,0.039473684210526314,0.04848800834202294
2627,2,5,0.7,0.9,0.001,0.001,0.01,0.01,466,0.6579341441392899,0.039473684210526314,0.04848800834202294
2628,2,5,0.7,0.9,0.001,0.001,0.01,0.1,466,0.6579111619293689,0.039473684210526314,0.04848800834202294
2629,2,5,0.7,0.9,0.001,0.001,0.01,1,739,0.6550156931579113,0.13157894736842105,0.15816326530612246
2630,2,5,0.7,0.9,0.001,0.001,0.01,10,1,0.6727841702103614,0.0,0.0
2631,2,5,0.7,0.9,0.001,0.001,0.01,100,1,0.672785379588604,0.0,0.0
2632,2,5,0.7,0.9,0.001,0.001,0.1,0,466,0.6579112169146539,0.039473684210526314,0.04848800834202294
2633,2,5,0.7,0.9,0.001,0.001,0.1,0.001,466,0.6579125073552131,0.039473684210526314,0.04848800834202294
2634,2,5,0.7,0.9,0.001,0.001,0.1,0.01,466,0.6579439114034175,0.039473684210526314,0.04848800834202294
2635,2,5,0.7,0.9,0.001,0.001,0.1,0.1,466,0.6578903685510158,0.02631578947368421,0.0324267782426777
2636,2,5,0.7,0.9,0.001,0.001,0.1,1,739,0.6552014625072479,0.14473684210526316,0.17344862665310257
2637,2,5,0.7,0.9,0.001,0.001,0.1,10,1,0.6727841767668724,0.0,0.0
2638,2,5,0.7,0.9,0.001,0.001,0.1,100,1,0.672785379588604,0.0,0.0
2639,2,5,0.7,0.9,0.001,0.001,1,0,389,0.6609345135092737,0.0,0.0
2640,2,5,0.7,0.9,0.001,0.001,1,0.001,389,0.6609356610476971,0.0,0.0
2641,2,5,0.7,0.9,0.001,0.001,1,0.01,389,0.6609182147681714,0.0,0.0
2642,2,5,0.7,0.9,0.001,0.001,1,0.1,389,0.6610457444190979,0.0,0.0
2643,2,5,0.7,0.9,0.001,0.001,1,1,739,0.6566178846359254,0.10526315789473684,0.1273100616016426
2644,2,5,0.7,0.9,0.001,0.001,1,10,1,0.6727842500805854,0.0,0.0
2645,2,5,0.7,0.9,0.001,0.001,1,100,1,0.672785379588604,0.0,0.0
2646,2,5,0.7,0.9,0.001,0.001,10,0,389,0.66633724167943,0.0,0.0
2647,2,5,0.7,0.9,0.001,0.001,10,0.001,389,0.6663379368185997,0.0,0.0
2648,2,5,0.7,0.9,0.001,0.001,10,0.01,389,0.6663420011103153,0.0,0.0
2649,2,5,0.7,0.9,0.001,0.001,10,0.1,389,0.6664246183633804,0.0,0.0
2650,2,5,0.7,0.9,0.001,0.001,10,1,389,0.6669944323599338,0.0,0.0
2651,2,5,0.7,0.9,0.001,0.001,10,10,1,0.672785379588604,0.0,0.0
2652,2,5,0.7,0.9,0.001,0.001,10,100,1,0.672785379588604,0.0,0.0
2653,2,5,0.7,0.9,0.001,0.001,100,0,389,0.6716043545305729,0.0,0.0
2654,2,5,0.7,0.9,0.001,0.001,100,0.001,389,0.671604485809803,0.0,0.0
2655,2,5,0.7,0.9,0.001,0.001,100,0.01,389,0.6716056619584561,0.0,0.0
2656,2,5,0.7,0.9,0.001,0.001,100,0.1,389,0.6716169187426567,0.0,0.0
2657,2,5,0.7,0.9,0.001,0.001,100,1,247,0.672123239338398,0.0,0.0
2658,2,5,0.7,0.9,0.001,0.001,100,10,1,0.672785379588604,0.0,0.0
2659,2,5,0.7,0.9,0.001,0.001,100,100,1,0.672785379588604,0.0,0.0
2660,2,5,0.7,0.9,0.001,0.01,0.01,0,466,0.6579790478944778,0.039473684210526314,0.04848800834202294
2661,2,5,0.7,0.9,0.001,0.01,0.01,0.001,466,0.6579803276062013,0.039473684210526314,0.04848800834202294
2662,2,5,0.7,0.9,0.001,0.01,0.01,0.01,466,0.6579341441392899,0.039473684210526314,0.04848800834202294
2663,2,5,0.7,0.9,0.001,0.01,0.01,0.1,466,0.6579111619293689,0.039473684210526314,0.04848800834202294
2664,2,5,0.7,0.9,0.001,0.01,0.01,1,739,0.6550156931579113,0.13157894736842105,0.15816326530612246
2665,2,5,0.7,0.9,0.001,0.01,0.01,10,1,0.672785379588604,0.0,0.0
2666,2,5,0.7,0.9,0.001,0.01,0.01,100,1,0.672785379588604,0.0,0.0
2667,2,5,0.7,0.9,0.001,0.01,0.1,0,466,0.6579112169146539,0.039473684210526314,0.04848800834202294
2668,2,5,0.7,0.9,0.001,0.01,0.1,0.001,466,0.6579125073552131,0.039473684210526314,0.04848800834202294
2669,2,5,0.7,0.9,0.001,0.01,0.1,0.01,466,0.6579439114034175,0.039473684210526314,0.04848800834202294
2670,2,5,0.7,0.9,0.001,0.01,0.1,0.1,466,0.6578903685510158,0.02631578947368421,0.0324267782426777
2671,2,5,0.7,0.9,0.001,0.01,0.1,1,739,0.6552014625072479,0.14473684210526316,0.17344862665310257
2672,2,5,0.7,0.9,0.001,0.01,0.1,10,1,0.672785379588604,0.0,0.0
2673,2,5,0.7,0.9,0.001,0.01,0.1,100,1,0.672785379588604,0.0,0.0
2674,2,5,0.7,0.9,0.001,0.01,1,0,389,0.6609345135092737,0.0,0.0
2675,2,5,0.7,0.9,0.001,0.01,1,0.001,389,0.6609356610476971,0.0,0.0
2676,2,5,0.7,0.9,0.001,0.01,1,0.01,389,0.6609182147681714,0.0,0.0
2677,2,5,0.7,0.9,0.001,0.01,1,0.1,389,0.6610457444190979,0.0,0.0
2678,2,5,0.7,0.9,0.001,0.01,1,1,739,0.6566178846359254,0.10526315789473684,0.1273100616016426
2679,2,5,0.7,0.9,0.001,0.01,1,10,1,0.672785379588604,0.0,0.0
2680,2,5,0.7,0.9,0.001,0.01,1,100,1,0.672785379588604,0.0,0.0
2681,2,5,0.7,0.9,0.001,0.01,10,0,389,0.666334438174963,0.0,0.0
2682,2,5,0.7,0.9,0.001,0.01,10,0.001,389,0.666335128545761,0.0,0.0
2683,2,5,0.7,0.9,0.001,0.01,10,0.01,389,0.6663391959667205,0.0,0.0
2684,2,5,0.7,0.9,0.001,0.01,10,0.1,389,0.6664246183633804,0.0,0.0
2685,2,5,0.7,0.9,0.001,0.01,10,1,389,0.6669977040588855,0.0,0.0
2686,2,5,0.7,0.9,0.001,0.01,10,10,1,0.672785379588604,0.0,0.0
2687,2,5,0.7,0.9,0.001,0.01,10,100,1,0.672785379588604,0.0,0.0
2688,2,5,0.7,0.9,0.001,0.01,100,0,389,0.6716043545305729,0.0,0.0
2689,2,5,0.7,0.9,0.001,0.01,100,0.001,389,0.671604485809803,0.0,0.0
2690,2,5,0.7,0.9,0.001,0.01,100,0.01,389,0.6716056619584561,0.0,0.0
2691,2,5,0.7,0.9,0.001,0.01,100,0.1,389,0.6716169187426567,0.0,0.0
2692,2,5,0.7,0.9,0.001,0.01,100,1,247,0.6721240159869193,0.0,0.0
2693,2,5,0.7,0.9,0.001,0.01,100,10,1,0.672785379588604,0.0,0.0
2694,2,5,0.7,0.9,0.001,0.01,100,100,1,0.672785379588604,0.0,0.0
2695,2,5,0.7,0.9,0.001,0.1,0.01,0,466,0.6579790478944778,0.039473684210526314,0.04848800834202294
2696,2,5,0.7,0.9,0.001,0.1,0.01,0.001,466,0.6579803276062013,0.039473684210526314,0.04848800834202294
2697,2,5,0.7,0.9,0.001,0.1,0.01,0.01,466,0.6579341441392899,0.039473684210526314,0.04848800834202294
2698,2,5,0.7,0.9,0.001,0.1,0.01,0.1,466,0.6579111619293689,0.039473684210526314,0.04848800834202294
2699,2,5,0.7,0.9,0.001,0.1,0.01,1,739,0.6550219005346298,0.13157894736842105,0.15816326530612246
2700,2,5,0.7,0.9,0.001,0.1,0.01,10,10,0.6727790337800978,0.0,0.0
2701,2,5,0.7,0.9,0.001,0.1,0.01,100,1,0.672785379588604,0.0,0.0
2702,2,5,0.7,0.9,0.001,0.1,0.1,0,466,0.6579125644266606,0.039473684210526314,0.04848800834202294
2703,2,5,0.7,0.9,0.001,0.1,0.1,0.001,466,0.6579138652980328,0.039473684210526314,0.04848800834202294
2704,2,5,0.7,0.9,0.001,0.1,0.1,0.01,466,0.6579452489316463,0.039473684210526314,0.04848800834202294
2705,2,5,0.7,0.9,0.001,0.1,0.1,0.1,466,0.6578903685510158,0.02631578947368421,0.0324267782426777
2706,2,5,0.7,0.9,0.001,0.1,0.1,1,739,0.6552014625072479,0.14473684210526316,0.17344862665310257
2707,2,5,0.7,0.9,0.001,0.1,0.1,10,10,0.672779109030962,0.0,0.0
2708,2,5,0.7,0.9,0.001,0.1,0.1,100,1,0.672785379588604,0.0,0.0
2709,2,5,0.7,0.9,0.001,0.1,1,0,389,0.6609345135092737,0.0,0.0
2710,2,5,0.7,0.9,0.001,0.1,1,0.001,389,0.6609356610476971,0.0,0.0
2711,2,5,0.7,0.9,0.001,0.1,1,0.01,389,0.6609182147681714,0.0,0.0
2712,2,5,0.7,0.9,0.001,0.1,1,0.1,389,0.6610437127947807,0.0,0.0
2713,2,5,0.7,0.9,0.001,0.1,1,1,739,0.6566178846359254,0.11842105263157894,0.14278403275332652
2714,2,5,0.7,0.9,0.001,0.1,1,10,10,0.67277979940176,0.0,0.0
2715,2,5,0.7,0.9,0.001,0.1,1,100,1,0.672785379588604,0.0,0.0
2716,2,5,0.7,0.9,0.001,0.1,10,0,389,0.6663393747806549,0.0,0.0
2717,2,5,0.7,0.9,0.001,0.1,10,0.001,389,0.6663400699198245,0.0,0.0
2718,2,5,0.7,0.9,0.001,0.1,10,0.01,389,0.6663462509214877,0.0,0.0
2719,2,5,0.7,0.9,0.001,0.1,10,0.1,389,0.666427546441555,0.0,0.0
2720,2,5,0.7,0.9,0.001,0.1,10,1,389,0.6670000807940959,0.0,0.0
2721,2,5,0.7,0.9,0.001,0.1,10,10,10,0.6727828276157378,0.0,0.0
2722,2,5,0.7,0.9,0.001,0.1,10,100,1,0.672785379588604,0.0,0.0
2723,2,5,0.7,0.9,0.001,0.1,100,0,389,0.6716020825505258,0.0,0.0
2724,2,5,0.7,0.9,0.001,0.1,100,0.001,389,0.6716021990776062,0.0,0.0
2725,2,5,0.7,0.9,0.001,0.1,100,0.01,389,0.671603374928236,0.0,0.0
2726,2,5,0.7,0.9,0.001,0.1,100,0.1,389,0.6716142065823079,0.0,0.0
2727,2,5,0.7,0.9,0.001,0.1,100,1,348,0.6718066450953483,0.0,0.0
2728,2,5,0.7,0.9,0.001,0.1,100,10,1,0.672785379588604,0.0,0.0
2729,2,5,0.7,0.9,0.001,0.1,100,100,1,0.672785379588604,0.0,0.0
2730,2,5,0.7,0.9,0.001,5,0.01,0,466,0.6580063001811505,0.039473684210526314,0.04848800834202294
2731,2,5,0.7,0.9,0.001,5,0.01,0.001,466,0.657973429709673,0.039473684210526314,0.04848800834202294
2732,2,5,0.7,0.9,0.001,5,0.01,0.01,466,0.6579668244719505,0.039473684210526314,0.04848800834202294
2733,2,5,0.7,0.9,0.001,5,0.01,0.1,466,0.6578911437094211,0.039473684210526314,0.04848800834202294
2734,2,5,0.7,0.9,0.001,5,0.01,1,575,0.6585337999463081,0.06578947368421052,0.08031088082901539
2735,2,5,0.7,0.9,0.001,5,0.01,10,1,0.672785379588604,0.0,0.0
2736,2,5,0.7,0.9,0.001,5,0.01,100,1,0.672785379588604,0.0,0.0
2737,2,5,0.7,0.9,0.001,5,0.1,0,466,0.6578843371570111,0.039473684210526314,0.04848800834202294
2738,2,5,0.7,0.9,0.001,5,0.1,0.001,466,0.6578895804286004,0.039473684210526314,0.04848800834202294
2739,2,5,0.7,0.9,0.001,5,0.1,0.01,466,0.6578940942883491,0.02631578947368421,0.0324267782426777
2740,2,5,0.7,0.9,0.001,5,0.1,0.1,466,0.6579988227784633,0.02631578947368421,0.0324267782426777
2741,2,5,0.7,0.9,0.001,5,0.1,1,739,0.6563254071772098,0.14473684210526316,0.17344862665310257
2742,2,5,0.7,0.9,0.001,5,0.1,10,1,0.672785379588604,0.0,0.0
2743,2,5,0.7,0.9,0.001,5,0.1,100,1,0.672785379588604,0.0,0.0
2744,2,5,0.7,0.9,0.001,5,1,0,389,0.6610585290193558,0.0,0.0
2745,2,5,0.7,0.9,0.001,5,1,0.001,389,0.661059679389,0.0,0.0
2746,2,5,0.7,0.9,0.001,5,1,0.01,389,0.6610879984498024,0.0,0.0
2747,2,5,0.7,0.9,0.001,5,1,0.1,389,0.6612343476712703,0.0,0.0
2748,2,5,0.7,0.9,0.001,5,1,1,499,0.6612545631825923,0.0,0.0
2749,2,5,0.7,0.9,0.001,5,1,10,1,0.672785379588604,0.0,0.0
2750,2,5,0.7,0.9,0.001,5,1,100,1,0.672785379588604,0.0,0.0
2751,2,5,0.7,0.9,0.001,5,10,0,111,0.6714055296778679,0.0,0.0
2752,2,5,0.7,0.9,0.001,5,10,0.001,111,0.6714056633412838,0.0,0.0
2753,2,5,0.7,0.9,0.001,5,10,0.01,111,0.671409997344017,0.0,0.0
2754,2,5,0.7,0.9,0.001,5,10,0.1,389,0.6689055053889751,0.0,0.0
2755,2,5,0.7,0.9,0.001,5,10,1,465,0.6701255773007869,0.0,0.0
2756,2,5,0.7,0.9,0.001,5,10,10,1,0.672785379588604,0.0,0.0
2757,2,5,0.7,0.9,0.001,5,10,100,1,0.672785379588604,0.0,0.0
2758,2,5,0.7,0.9,0.001,5,100,0,1,0.6727851408720016,0.0,0.0
2759,2,5,0.7,0.9,0.001,5,100,0.001,1,0.6727851408720016,0.0,0.0
2760,2,5,0.7,0.9,0.001,5,100,0.01,1,0.6727851396799087,0.0,0.0
2761,2,5,0.7,0.9,0.001,5,100,0.1,1,0.6727851605415344,0.0,0.0
2762,2,5,0.7,0.9,0.001,5,100,1,1,0.6727853408455848,0.0,0.0
2763,2,5,0.7,0.9,0.001,5,100,10,1,0.672785379588604,0.0,0.0
2764,2,5,0.7,0.9,0.001,5,100,100,1,0.672785379588604,0.0,0.0
2765,2,5,0.7,0.9,0.001,10,0.01,0,462,0.6623187959194182,0.02631578947368421,0.0324267782426777
2766,2,5,0.7,0.9,0.001,10,0.01,0.001,462,0.6623226000368595,0.02631578947368421,0.0324267782426777
2767,2,5,0.7,0.9,0.001,10,0.01,0.01,462,0.6624472059309483,0.02631578947368421,0.0324267782426777
2768,2,5,0.7,0.9,0.001,10,0.01,0.1,462,0.6629603290557862,0.013157894736842105,0.01626442812172102
2769,2,5,0.7,0.9,0.001,10,0.01,1,282,0.6688233509659767,0.0,0.0
2770,2,5,0.7,0.9,0.001,10,0.01,10,1,0.672785379588604,0.0,0.0
2771,2,5,0.7,0.9,0.001,10,0.01,100,1,0.672785379588604,0.0,0.0
2772,2,5,0.7,0.9,0.001,10,0.1,0,462,0.6626295658946038,0.013157894736842105,0.01626442812172102
2773,2,5,0.7,0.9,0.001,10,0.1,0.001,462,0.6626482422649861,0.013157894736842105,0.01626442812172102
2774,2,5,0.7,0.9,0.001,10,0.1,0.01,462,0.6627014312148095,0.013157894736842105,0.01626442812172102
2775,2,5,0.7,0.9,0.001,10,0.1,0.1,462,0.6631379517912864,0.0,0.0
2776,2,5,0.7,0.9,0.001,10,0.1,1,282,0.6690944646298886,0.0,0.0
2777,2,5,0.7,0.9,0.001,10,0.1,10,1,0.672785379588604,0.0,0.0
2778,2,5,0.7,0.9,0.001,10,0.1,100,1,0.672785379588604,0.0,0.0
2779,2,5,0.7,0.9,0.001,10,1,0,465,0.6650075469911099,0.0,0.0
2780,2,5,0.7,0.9,0.001,10,1,0.001,465,0.6650051562488078,0.0,0.0
2781,2,5,0.7,0.9,0.001,10,1,0.01,465,0.6650530138611793,0.0,0.0
2782,2,5,0.7,0.9,0.001,10,1,0.1,465,0.6655362051725389,0.0,0.0
2783,2,5,0.7,0.9,0.001,10,1,1,315,0.6700797575712205,0.0,0.0
2784,2,5,0.7,0.9,0.001,10,1,10,1,0.672785379588604,0.0,0.0
2785,2,5,0.7,0.9,0.001,10,1,100,1,0.672785379588604,0.0,0.0
2786,2,5,0.7,0.9,0.001,10,10,0,2,0.67277633741498,0.0,0.0
2787,2,5,0.7,0.9,0.001,10,10,0.001,2,0.6727763365209103,0.0,0.0
2788,2,5,0.7,0.9,0.001,10,10,0.01,2,0.6727763691544533,0.0,0.0
2789,2,5,0.7,0.9,0.001,10,10,0.1,2,0.6727765046060086,0.0,0.0
2790,2,5,0.7,0.9,0.001,10,10,1,1,0.6727852585911751,0.0,0.0
2791,2,5,0.7,0.9,0.001,10,10,10,1,0.672785379588604,0.0,0.0
2792,2,5,0.7,0.9,0.001,10,10,100,1,0.672785379588604,0.0,0.0
2793,2,5,0.7,0.9,0.001,10,100,0,1,0.6727851408720016,0.0,0.0
2794,2,5,0.7,0.9,0.001,10,100,0.001,1,0.6727851408720016,0.0,0.0
2795,2,5,0.7,0.9,0.001,10,100,0.01,1,0.6727851396799087,0.0,0.0
2796,2,5,0.7,0.9,0.001,10,100,0.1,1,0.6727851605415344,0.0,0.0
2797,2,5,0.7,0.9,0.001,10,100,1,1,0.6727853408455848,0.0,0.0
2798,2,5,0.7,0.9,0.001,10,100,10,1,0.672785379588604,0.0,0.0
2799,2,5,0.7,0.9,0.001,10,100,100,1,0.672785379588604,0.0,0.0
2800,2,5,0.7,0.9,0.01,0.001,0.01,0,84,0.6511798623204231,0.2631578947368421,0.2966436327739387
2801,2,5,0.7,0.9,0.01,0.001,0.01,0.001,84,0.6509866432845592,0.2631578947368421,0.2966436327739387
2802,2,5,0.7,0.9,0.01,0.001,0.01,0.01,84,0.6515216597914696,0.2631578947368421,0.2966436327739387
2803,2,5,0.7,0.9,0.01,0.001,0.01,0.1,84,0.6517939099669456,0.23684210526315788,0.2676266137040715
2804,2,5,0.7,0.9,0.01,0.001,0.01,1,84,0.6529739913344385,0.19736842105263158,0.2234468937875752
2805,2,5,0.7,0.9,0.01,0.001,0.01,10,1,0.6727733570337295,0.0,0.0
2806,2,5,0.7,0.9,0.01,0.001,0.01,100,1,0.672785379588604,0.0,0.0
2807,2,5,0.7,0.9,0.01,0.001,0.1,0,84,0.6521772576868534,0.23684210526315788,0.2778884462151394
2808,2,5,0.7,0.9,0.01,0.001,0.1,0.001,84,0.6521783928573133,0.23684210526315788,0.2778884462151394
2809,2,5,0.7,0.9,0.01,0.001,0.1,0.01,84,0.6520123502612114,0.23684210526315788,0.2778884462151394
2810,2,5,0.7,0.9,0.01,0.001,0.1,0.1,84,0.6522986957430839,0.23684210526315788,0.2676266137040715
2811,2,5,0.7,0.9,0.01,0.001,0.1,1,84,0.6533684666454792,0.19736842105263158,0.2234468937875752
2812,2,5,0.7,0.9,0.01,0.001,0.1,10,1,0.6727734312415123,0.0,0.0
2813,2,5,0.7,0.9,0.01,0.001,0.1,100,1,0.672785379588604,0.0,0.0
